County,State,fips,Latitude,Longitude
Ramsey,NORTH DAKOTA,38071,48.24,-98.71
Ransom,NORTH DAKOTA,38073,46.45,-97.69
Renville,NORTH DAKOTA,38075,48.66,-101.7
Richland,NORTH DAKOTA,38077,46.22,-96.95
Rolette,NORTH DAKOTA,38079,48.74,-99.84
Sargent,NORTH DAKOTA,38081,46.11,-97.63
Sheridan,NORTH DAKOTA,38083,47.53,-100.37
Sioux,NORTH DAKOTA,38085,46.06,-100.98
Slope,NORTH DAKOTA,38087,46.45,-103.45
Stark,NORTH DAKOTA,38089,46.79,-102.73
Steele,NORTH DAKOTA,38091,47.44,-97.74
Stutsman,NORTH DAKOTA,38093,46.96,-98.97
Towner,NORTH DAKOTA,38095,48.65,-99.23
Traill,NORTH DAKOTA,38097,47.44,-97.18
Walsh,NORTH DAKOTA,38099,48.37,-97.75
Ward,NORTH DAKOTA,38101,48.25,-101.62
Wells,NORTH DAKOTA,38103,47.57,-99.65
Williams,NORTH DAKOTA,38105,48.36,-103.5
Adams,NEBRASKA,31001,40.51,-98.52
Antelope,NEBRASKA,31003,42.19,-98.07
Arthur,NEBRASKA,31005,41.57,-101.7
Banner,NEBRASKA,31007,41.56,-103.74
Blaine,NEBRASKA,31009,41.92,-99.98
Boone,NEBRASKA,31011,41.71,-98.05
Box Butte,NEBRASKA,31013,42.21,-103.07
Boyd,NEBRASKA,31015,42.92,-98.76
Brown,NEBRASKA,31017,42.41,-99.91
Buffalo,NEBRASKA,31019,40.84,-99.08
Burt,NEBRASKA,31021,41.86,-96.34
Butler,NEBRASKA,31023,41.21,-97.14
Cass,NEBRASKA,31025,40.9,-96.19
Cedar,NEBRASKA,31027,42.6,-97.24
Chase,NEBRASKA,31029,40.52,-101.69
Cherry,NEBRASKA,31031,42.56,-101.15
Cheyenne,NEBRASKA,31033,41.2,-102.98
Clay,NEBRASKA,31035,40.5,-98.07
Colfax,NEBRASKA,31037,41.57,-97.08
Cuming,NEBRASKA,31039,41.92,-96.79
Custer,NEBRASKA,31041,41.4,-99.73
Dakota,NEBRASKA,31043,42.4,-96.57
Dawes,NEBRASKA,31045,42.72,-103.12
Dawson,NEBRASKA,31047,40.88,-99.85
Deuel,NEBRASKA,31049,41.11,-102.33
Dixon,NEBRASKA,31051,42.44,-96.88
Dodge,NEBRASKA,31053,41.59,-96.68
Douglas,NEBRASKA,31055,41.3,-96.14
Dundy,NEBRASKA,31057,40.18,-101.7
Fillmore,NEBRASKA,31059,40.53,-97.6
Franklin,NEBRASKA,31061,40.17,-98.97
Frontier,NEBRASKA,31063,40.55,-100.42
Furnas,NEBRASKA,31065,40.18,-99.9
Gage,NEBRASKA,31067,40.25,-96.7
Garden,NEBRASKA,31069,41.64,-102.34
Garfield,NEBRASKA,31071,41.9,-99.01
Gosper,NEBRASKA,31073,40.52,-99.82
Grant,NEBRASKA,31075,41.92,-101.74
Greeley,NEBRASKA,31077,41.56,-98.53
Hall,NEBRASKA,31079,40.86,-98.51
Hamilton,NEBRASKA,31081,40.86,-98.05
Harlan,NEBRASKA,31083,40.16,-99.44
Hayes,NEBRASKA,31085,40.53,-101.06
Hitchcock,NEBRASKA,31087,40.17,-101.04
Holt,NEBRASKA,31089,42.43,-98.75
Hooker,NEBRASKA,31091,41.91,-101.16
Howard,NEBRASKA,31093,41.23,-98.52
Jefferson,NEBRASKA,31095,40.19,-97.18
Johnson,NEBRASKA,31097,40.39,-96.28
Kearney,NEBRASKA,31099,40.49,-98.95
Keith,NEBRASKA,31101,41.2,-101.69
Keya Paha,NEBRASKA,31103,42.89,-99.7
Kimball,NEBRASKA,31105,41.19,-103.7
Knox,NEBRASKA,31107,42.62,-97.89
Lancaster,NEBRASKA,31109,40.78,-96.71
Lincoln,NEBRASKA,31111,41.02,-100.74
Logan,NEBRASKA,31113,41.56,-100.5
Loup,NEBRASKA,31115,41.91,-99.46
Madison,NEBRASKA,31119,41.91,-97.6
McPherson,NEBRASKA,31117,41.56,-101.08
Merrick,NEBRASKA,31121,41.16,-98.05
Morrill,NEBRASKA,31123,41.68,-103.01
Nance,NEBRASKA,31125,41.4,-98
Nemaha,NEBRASKA,31127,40.38,-95.85
Nuckolls,NEBRASKA,31129,40.16,-98.05
Otoe,NEBRASKA,31131,40.66,-96.14
Pawnee,NEBRASKA,31133,40.12,-96.26
Perkins,NEBRASKA,31135,40.85,-101.65
Phelps,NEBRASKA,31137,40.51,-99.43
Pierce,NEBRASKA,31139,42.26,-97.6
Platte,NEBRASKA,31141,41.58,-97.51
Polk,NEBRASKA,31143,41.19,-97.57
Red Willow,NEBRASKA,31145,40.17,-100.46
Richardson,NEBRASKA,31147,40.12,-95.76
Rock,NEBRASKA,31149,42.42,-99.46
Saline,NEBRASKA,31151,40.51,-97.18
Sarpy,NEBRASKA,31153,41.12,-96.09
Saunders,NEBRASKA,31155,41.23,-96.65
Scotts Bluff,NEBRASKA,31157,41.86,-103.71
Seward,NEBRASKA,31159,40.87,-97.17
Sheridan,NEBRASKA,31161,42.45,-102.41
Sherman,NEBRASKA,31163,41.22,-98.99
Sioux,NEBRASKA,31165,42.51,-103.78
Stanton,NEBRASKA,31167,41.92,-97.21
Thayer,NEBRASKA,31169,40.17,-97.64
Thomas,NEBRASKA,31171,41.91,-100.56
Thurston,NEBRASKA,31173,42.18,-96.54
Valley,NEBRASKA,31175,41.56,-98.98
Washington,NEBRASKA,31177,41.54,-96.25
Wayne,NEBRASKA,31179,42.19,-97.17
Webster,NEBRASKA,31181,40.17,-98.53
Wheeler,NEBRASKA,31183,41.9,-98.53
York,NEBRASKA,31185,40.87,-97.6
Belknap,NEW HAMPSHIRE,33001,43.52,-71.45
Carroll,NEW HAMPSHIRE,33003,43.87,-71.27
Cheshire,NEW HAMPSHIRE,33005,42.95,-72.28
Coos,NEW HAMPSHIRE,33007,44.69,-71.38
Grafton,NEW HAMPSHIRE,33009,43.97,-71.87
Hillsborough,NEW HAMPSHIRE,33011,42.93,-71.75
Merrimack,NEW HAMPSHIRE,33013,43.33,-71.68
Rockingham,NEW HAMPSHIRE,33015,43,-71.1
Strafford,NEW HAMPSHIRE,33017,43.33,-71.03
Sullivan,NEW HAMPSHIRE,33019,43.35,-72.23
Atlantic,NEW JERSEY,34001,39.51,-74.66
Bergen,NEW JERSEY,34003,40.97,-74.06
Burlington,NEW JERSEY,34005,39.93,-74.72
Camden,NEW JERSEY,34007,39.8,-74.97
Cape May,NEW JERSEY,34009,39.18,-74.8
Cumberland,NEW JERSEY,34011,39.32,-75.16
Essex,NEW JERSEY,34013,40.79,-74.25
Gloucester,NEW JERSEY,34015,39.73,-75.15
Hudson,NEW JERSEY,34017,40.74,-74.06
Hunterdon,NEW JERSEY,34019,40.58,-74.93
Mercer,NEW JERSEY,34021,40.28,-74.7
Middlesex,NEW JERSEY,34023,40.43,-74.4
Monmouth,NEW JERSEY,34025,40.29,-74.17
Morris,NEW JERSEY,34027,40.87,-74.56
Ocean,NEW JERSEY,34029,39.98,-74.33
Passaic,NEW JERSEY,34031,41.05,-74.32
Salem,NEW JERSEY,34033,39.6,-75.35
Somerset,NEW JERSEY,34035,40.57,-74.62
Sussex,NEW JERSEY,34037,41.13,-74.69
Union,NEW JERSEY,34039,40.66,-74.3
Warren,NEW JERSEY,34041,40.86,-74.97
Bernalillo,NEW MEXICO,35001,35.04,-106.69
Catron,NEW MEXICO,35003,33.9,-108.38
Chaves,NEW MEXICO,35005,33.3,-104.51
Cibola,NEW MEXICO,35006,34.87,-107.94
Colfax,NEW MEXICO,35007,36.56,-104.61
Curry,NEW MEXICO,35009,34.52,-103.31
De Baca,NEW MEXICO,35011,34.3,-104.42
Dona Ana,NEW MEXICO,35013,32.33,-106.85
Eddy,NEW MEXICO,35015,32.4,-104.34
Grant,NEW MEXICO,35017,32.76,-108.36
Guadalupe,NEW MEXICO,35019,34.9,-104.83
Harding,NEW MEXICO,35021,35.9,-103.79
Hidalgo,NEW MEXICO,35023,31.8,-108.76
Lea,NEW MEXICO,35025,32.74,-103.38
Lincoln,NEW MEXICO,35027,33.75,-105.42
Los Alamos,NEW MEXICO,35028,35.88,-106.3
Luna,NEW MEXICO,35029,32.14,-107.77
McKinley,NEW MEXICO,35031,35.64,-108.15
Mora,NEW MEXICO,35033,35.97,-104.91
Otero,NEW MEXICO,35035,32.51,-105.81
Quay,NEW MEXICO,35037,35.14,-103.42
Rio Arriba,NEW MEXICO,35039,36.55,-106.82
Roosevelt,NEW MEXICO,35041,33.97,-103.49
San Juan,NEW MEXICO,35045,36.48,-108.3
San Miguel,NEW MEXICO,35047,35.47,-104.8
Sandoval,NEW MEXICO,35043,35.59,-106.85
Santa Fe,NEW MEXICO,35049,35.69,-105.94
Sierra,NEW MEXICO,35051,33.12,-107.26
Socorro,NEW MEXICO,35053,34.06,-106.89
Taos,NEW MEXICO,35055,36.41,-105.57
Torrance,NEW MEXICO,35057,34.64,-105.91
Union,NEW MEXICO,35059,36.4,-103.41
Valencia,NEW MEXICO,35061,34.73,-106.85
Carson City,NEVADA,32510,39.16,-119.76
Churchill,NEVADA,32001,39.61,-118.42
Clark,NEVADA,32003,36.35,-115.09
Douglas,NEVADA,32005,38.9,-119.62
Elko,NEVADA,32007,41.19,-115.33
Esmeralda,NEVADA,32009,37.8,-117.64
Eureka,NEVADA,32011,39.95,-116.28
Humboldt,NEVADA,32013,41.42,-118.2
Lander,NEVADA,32015,39.9,-116.98
Lincoln,NEVADA,32017,37.54,-114.88
Lyon,NEVADA,32019,38.98,-119.18
Mineral,NEVADA,32021,38.48,-118.49
Nye,NEVADA,32023,38.35,-116.4
Pershing,NEVADA,32027,40.39,-118.47
Storey,NEVADA,32029,39.45,-119.52
Washoe,NEVADA,32031,40.58,-119.61
White Pine,NEVADA,32033,39.52,-114.88
Albany,NEW YORK,36001,42.65,-73.75
Allegany,NEW YORK,36003,42.24,-78.04
Bronx,NEW YORK,36005,40.85,-73.84
Broome,NEW YORK,36007,42.15,-75.84
Cattaraugus,NEW YORK,36009,42.22,-78.65
Cayuga,NEW YORK,36011,42.81,-76.57
Chautauqua,NEW YORK,36013,42.29,-79.42
Chemung,NEW YORK,36015,42.14,-76.77
Chenango,NEW YORK,36017,42.48,-75.61
Clinton,NEW YORK,36019,44.73,-73.67
Columbia,NEW YORK,36021,42.17,-72.17
Cortland,NEW YORK,36023,42.58,-76.07
Delaware,NEW YORK,36025,42.19,-75
Dutchess,NEW YORK,36027,41.72,-73.75
Erie,NEW YORK,36029,42.72,-78.76
Essex,NEW YORK,36031,44.06,-73.75
Franklin,NEW YORK,36033,44.56,-74.33
Fulton,NEW YORK,36035,43.11,-74.45
Genesee,NEW YORK,36037,43.01,-78.18
Greene,NEW YORK,36039,42.26,-74.09
Hamilton,NEW YORK,36041,43.63,-74.47
Herkimer,NEW YORK,36043,43.49,-74.95
Jefferson,NEW YORK,36045,44.06,-76
Kings,NEW YORK,36047,43.15,-73.85
Lewis,NEW YORK,36049,43.73,-75.44
Livingston,NEW YORK,36051,42.74,-77.78
Madison,NEW YORK,36053,42.88,-75.68
Manhattan,NEW YORK,36061,40.79,-73.96
Monroe,NEW YORK,36055,43.15,-77.68
Montgomery,NEW YORK,36057,42.89,-74.41
Nassau,NEW YORK,36059,40.74,-73.59
Niagara,NEW YORK,36063,43.2,-78.77
Oneida,NEW YORK,36065,43.21,-75.4
Onondaga,NEW YORK,36067,43.02,-76.23
Ontario,NEW YORK,36069,42.86,-77.3
Orange,NEW YORK,36071,41.39,-74.25
Orleans,NEW YORK,36073,43.22,-78.23
Oswego,NEW YORK,36075,43.41,-76.13
Otsego,NEW YORK,36077,42.6,-75.01
Putnam,NEW YORK,36079,41.43,-73.76
Queens,NEW YORK,36081,40.75,-73.8
Rensselaer,NEW YORK,36083,42.71,-73.51
Richmond,NEW YORK,36085,42.8,-77.52
Rockland,NEW YORK,36087,41.15,-74.04
Saratoga,NEW YORK,36091,43.08,-73.87
Schenectady,NEW YORK,36093,42.81,-73.94
Schoharie,NEW YORK,36095,42.58,-74.44
Schuyler,NEW YORK,36097,42.39,-76.87
Seneca,NEW YORK,36099,42.78,-76.84
St. Lawrence,NEW YORK,36089,44.5,-75.07
Steuben,NEW YORK,36101,42.24,-77.38
Suffolk,NEW YORK,36103,40.88,-72.86
Sullivan,NEW YORK,36105,41.72,-74.78
Tioga,NEW YORK,36107,42.13,-76.33
Tompkins,NEW YORK,36109,42.44,-76.47
Ulster,NEW YORK,36111,41.87,-74.26
Warren,NEW YORK,36113,43.5,-73.82
Washington,NEW YORK,36115,43.23,-73.45
Wayne,NEW YORK,36117,43.15,-77.04
Westchester,NEW YORK,36119,41.18,-73.79
Wyoming,NEW YORK,36121,42.7,-78.24
Yates,NEW YORK,36123,42.64,-77.11
Adams,OHIO,39001,38.75,-83.62
Allen,OHIO,39003,40.74,-84.11
Ashland,OHIO,39005,40.86,-82.31
Ashtabula,OHIO,39007,41.6,-80.56
Athens,OHIO,39009,39.32,-82.09
Auglaize,OHIO,39011,40.62,-84.26
Belmont,OHIO,39013,39.98,-81.17
Brown,OHIO,39015,38.66,-83.76
Butler,OHIO,39017,39.52,-84.64
Carroll,OHIO,39019,40.47,-80.92
Champaign,OHIO,39021,40.17,-83.64
Clark,OHIO,39023,39.99,-83.62
Clermont,OHIO,39025,39.02,-84.21
Clinton,OHIO,39027,39.28,-83.97
Columbiana,OHIO,39029,40.63,-80.56
Coshocton,OHIO,39031,40.47,-82.19
Crawford,OHIO,39033,40.8,-82.97
Cuyahoga,OHIO,39035,41.36,-81.86
Darke,OHIO,39037,40.21,-84.63
Defiance,OHIO,39039,41.28,-84.36
Delaware,OHIO,39041,40.4,-82.95
Erie,OHIO,39043,41.59,-82.71
Fairfield,OHIO,39045,39.89,-82.54
Fayette,OHIO,39047,39.6,-83.39
Franklin,OHIO,39049,40.07,-83.18
Fulton,OHIO,39051,41.51,-84.3
Gallia,OHIO,39053,38.94,-82.25
Geauga,OHIO,39055,41.47,-81.14
Greene,OHIO,39057,39.67,-83.91
Guernsey,OHIO,39059,39.93,-81.5
Hamilton,OHIO,39061,39.13,-84.71
Hancock,OHIO,39063,41.11,-83.51
Hardin,OHIO,39065,40.64,-83.61
Harrison,OHIO,39067,40.26,-80.98
Henry,OHIO,39069,41.45,-83.93
Highland,OHIO,39071,39.08,-83.85
Hocking,OHIO,39073,39.49,-82.22
Holmes,OHIO,39075,40.44,-81.7
Huron,OHIO,39077,41.27,-82.84
Jackson,OHIO,39079,39.11,-82.61
Jefferson,OHIO,39081,40.21,-80.87
Knox,OHIO,39083,40.27,-82.23
Lake,OHIO,39085,41.74,-81.28
Lawrence,OHIO,39087,38.43,-82.45
Licking,OHIO,39089,40.08,-82.61
Logan,OHIO,39091,40.5,-83.74
Lorain,OHIO,39093,41.4,-82.23
Lucas,OHIO,39095,41.63,-83.31
Madison,OHIO,39097,39.88,-83.44
Mahoning,OHIO,39099,41.02,-80.93
Marion,OHIO,39101,40.58,-83.12
Medina,OHIO,39103,41.24,-81.82
Meigs,OHIO,39105,39.08,-81.92
Mercer,OHIO,39107,40.35,-84.64
Miami,OHIO,39109,40.05,-84.12
Monroe,OHIO,39111,39.84,-81.03
Montgomery,OHIO,39113,39.83,-84.41
Morgan,OHIO,39115,39.48,-81.86
Morrow,OHIO,39117,40.49,-82.89
Muskingum,OHIO,39119,39.95,-82.01
Noble,OHIO,39121,39.83,-81.58
Ottawa,OHIO,39123,41.56,-83.36
Paulding,OHIO,39125,41.18,-84.73
Perry,OHIO,39127,39.89,-82.41
Pickaway,OHIO,39129,39.71,-82.95
Pike,OHIO,39131,39.03,-82.82
Portage,OHIO,39133,41.03,-81.18
Preble,OHIO,39135,39.56,-84.81
Putnam,OHIO,39137,41.15,-83.94
Richland,OHIO,39139,40.62,-82.51
Ross,OHIO,39141,39.46,-82.74
Sandusky,OHIO,39143,41.26,-83.25
Scioto,OHIO,39145,38.6,-82.84
Seneca,OHIO,39147,41.04,-83.39
Shelby,OHIO,39149,40.39,-84.17
Stark,OHIO,39151,40.91,-81.11
Summit,OHIO,39153,41.31,-81.48
Trumbull,OHIO,39155,41.38,-80.87
Tuscarawas,OHIO,39157,40.27,-81.59
Union,OHIO,39159,40.33,-83.38
Van Wert,OHIO,39161,40.91,-84.7
Vinton,OHIO,39163,39.35,-82.5
Warren,OHIO,39165,39.55,-84.3
Washington,OHIO,39167,39.39,-81.64
Wayne,OHIO,39169,40.98,-81.99
Williams,OHIO,39171,41.66,-84.43
Wood,OHIO,39173,41.37,-83.64
Wyandot,OHIO,39175,40.95,-83.38
Adair,Oklahoma,40001,35.88,-94.66
Alfalfa,Oklahoma,40003,36.73,-98.32
Atoka,Oklahoma,40005,34.37,-96.04
Beaver,Oklahoma,40007,36.75,-100.48
Beckham,Oklahoma,40009,35.27,-99.68
Blaine,Oklahoma,40011,35.88,-98.43
Bryan,Oklahoma,40013,33.96,-96.26
Caddo,Oklahoma,40015,35.17,-98.38
Canadian,Oklahoma,40017,35.54,-97.98
Carter,Oklahoma,40019,34.25,-97.29
Cherokee,Oklahoma,40021,35.91,-95
Choctaw,Oklahoma,40023,34.03,-95.55
Cimarron,Oklahoma,40025,36.75,-102.52
Cleveland,Oklahoma,40027,35.2,-97.32
Coal,Oklahoma,40029,34.59,-96.3
Comanche,Oklahoma,40031,34.66,-98.47
Cotton,Oklahoma,40033,34.29,-98.37
Craig,Oklahoma,40035,36.76,-95.21
Creek,Oklahoma,40037,35.9,-96.37
Custer,Oklahoma,40039,35.64,-99
Delaware,Oklahoma,40041,36.41,-94.8
Dewey,Oklahoma,40043,35.99,-99.01
Garfield,Oklahoma,40047,36.38,-97.78
Garvin,Oklahoma,40049,34.7,-97.31
Grady,Oklahoma,40051,35.02,-97.88
Grant,Oklahoma,40053,36.8,-97.79
Greer,Oklahoma,40055,34.94,-99.56
Harper,Oklahoma,40059,36.79,-99.67
Haskell,Oklahoma,40061,35.22,-95.12
Hughes,Oklahoma,40063,35.05,-96.25
Jackson,Oklahoma,40065,34.59,-99.41
Jefferson,Oklahoma,40067,34.11,-97.83
Johnston,Oklahoma,40069,34.31,-96.66
Kay,Oklahoma,40071,36.82,-97.14
Kingfisher,Oklahoma,40073,35.94,-97.94
Kiowa,Oklahoma,40075,34.92,-98.98
Latimer,Oklahoma,40077,34.88,-95.25
Le Flore,Oklahoma,40079,34.9,-94.7
Lincoln,Oklahoma,40081,35.7,-96.88
Logan,Oklahoma,40083,35.92,-97.44
Love,Oklahoma,40085,33.95,-97.24
Major,Oklahoma,40093,36.31,-98.54
Marshall,Oklahoma,40095,34.02,-96.77
Mayes,Oklahoma,40097,36.3,-95.23
McClain,Oklahoma,40087,35.01,-97.45
McCurtain,Oklahoma,40089,34.12,-94.77
McIntosh,Oklahoma,40091,35.37,-95.67
Murray,Oklahoma,40099,34.48,-97.07
Muskogee,Oklahoma,40101,35.61,-95.38
Noble,Oklahoma,40103,36.39,-97.23
Nowata,Oklahoma,40105,36.8,-95.62
Okfuskee,Oklahoma,40107,35.46,-96.33
Oklahoma,Oklahoma,40109,35.55,-97.41
Okmulgee,Oklahoma,40111,35.65,-95.96
Osage,Oklahoma,40113,36.63,-96.4
Ottawa,Oklahoma,40115,36.84,-94.81
Out of OK,Oklahoma,80040,0,0
Pawnee,Oklahoma,40117,36.32,-96.7
Payne,Oklahoma,40119,36.08,-96.98
Pittsburg,Oklahoma,40121,34.92,-95.75
Pontotoc,Oklahoma,40123,34.73,-96.68
Pottawatomie,Oklahoma,40125,35.21,-96.95
Pushmataha,Oklahoma,40127,34.42,-95.38
Rogers,Oklahoma,40131,36.37,-95.6
Seminole,Oklahoma,40133,35.16,-96.62
Sequoyah,Oklahoma,40135,35.49,-94.76
Stephens,Oklahoma,40137,34.49,-97.85
Texas,Oklahoma,40139,36.75,-101.49
Tillman,Oklahoma,40141,34.37,-98.92
Tulsa,Oklahoma,40143,36.12,-95.94
Wagoner,Oklahoma,40145,35.96,-95.52
Washington,Oklahoma,40147,36.71,-95.9
Washita,Oklahoma,40149,35.29,-98.99
Woods,Oklahoma,40151,36.77,-98.87
Woodward,Oklahoma,40153,36.42,-99.26
Baker,OREGON,41001,44.73,-117.62
Benton,OREGON,41003,44.5,-123.41
Clackamas,OREGON,41005,45.16,-122.23
Clatsop,OREGON,41007,45.98,-123.67
Columbia,OREGON,41009,45.93,-123.08
Coos,OREGON,41011,43.22,-124.11
Crook,OREGON,41013,44.15,-120.38
Curry,OREGON,41015,42.43,-124.22
Deschutes,OREGON,41017,43.82,-121.17
Douglas,OREGON,41019,43.19,-123.11
Gilliam,OREGON,41021,45.33,-120.22
Grant,OREGON,41023,44.46,-119.06
Harney,OREGON,41025,43.06,-119.02
Hood River,OREGON,41027,45.53,-121.65
Jackson,OREGON,41029,42.4,-122.75
Jefferson,OREGON,41031,44.61,-121.25
Josephine,OREGON,41033,42.36,-123.56
Klamath,OREGON,41035,42.6,-121.74
Lake,OREGON,41037,42.77,-120.45
Lane,OREGON,41039,43.93,-122.86
Lincoln,OREGON,41041,44.62,-123.93
Linn,OREGON,41043,44.5,-122.55
Malheur,OREGON,41045,43.1,-117.69
Marion,OREGON,41047,44.9,-122.72
Morrow,OREGON,41049,45.36,-119.6
Multnomah,OREGON,41051,45.51,-122.4
Polk,OREGON,41053,44.88,-123.46
Sherman,OREGON,41055,45.39,-120.7
Tillamook,OREGON,41057,45.46,-123.73
Umatilla,OREGON,41059,45.64,-118.77
Union,OREGON,41061,45.27,-118.03
Wallowa,OREGON,41063,45.56,-117.2
Wasco,OREGON,41065,45.04,-121.22
Washington,OREGON,41067,45.56,-123.06
Wheeler,OREGON,41069,44.68,-120.05
Yamhill,OREGON,41071,45.23,-123.22
Adams,PENNSYLVANIA,42001,39.88,-76.98
Allegheny,PENNSYLVANIA,42003,40.54,-79.83
Armstrong,PENNSYLVANIA,42005,40.52,-79.47
Beaver,PENNSYLVANIA,42007,40.61,-80.25
Bedford,PENNSYLVANIA,42009,40.19,-78.62
Berks,PENNSYLVANIA,42011,40.5,-75.6
Blair,PENNSYLVANIA,42013,40.5,-78.4
Bradford,PENNSYLVANIA,42015,41.7,-76.82
Bucks,PENNSYLVANIA,42017,40.55,-75.24
Butler,PENNSYLVANIA,42019,40.86,-79.89
Cambria,PENNSYLVANIA,42021,40.66,-78.78
Cameron,PENNSYLVANIA,42023,41.34,-78.13
Carbon,PENNSYLVANIA,42025,40.84,-75.57
Centre,PENNSYLVANIA,42027,40.79,-78.21
Chester,PENNSYLVANIA,42029,40.06,-75.4
Clarion,PENNSYLVANIA,42031,40.98,-79.61
Clearfield,PENNSYLVANIA,42033,40.81,-78.78
Clinton,PENNSYLVANIA,42035,41.07,-77.58
Columbia,PENNSYLVANIA,42037,41.19,-76.38
Crawford,PENNSYLVANIA,42039,41.5,-80.37
Cumberland,PENNSYLVANIA,42041,40.24,-76.92
Dauphin,PENNSYLVANIA,42043,40.6,-76.8
Delaware,PENNSYLVANIA,42045,40,-75.29
Elk,PENNSYLVANIA,42047,41.31,-78.33
Erie,PENNSYLVANIA,42049,41.88,-80.36
Fayette,PENNSYLVANIA,42051,39.89,-79.72
Forest,PENNSYLVANIA,42053,41.32,-79.14
Franklin,PENNSYLVANIA,42055,39.93,-77.65
Fulton,PENNSYLVANIA,42057,39.93,-78.21
Greene,PENNSYLVANIA,42059,39.82,-80.45
Huntingdon,PENNSYLVANIA,42061,40.55,-78.1
Indiana,PENNSYLVANIA,42063,40.48,-79.44
Jefferson,PENNSYLVANIA,42065,41.01,-78.96
Juniata,PENNSYLVANIA,42067,40.65,-77.1
Lackawanna,PENNSYLVANIA,42069,41.5,-75.53
Lancaster,PENNSYLVANIA,42071,40.15,-76.59
Lawrence,PENNSYLVANIA,42073,40.99,-80.34
Lebanon,PENNSYLVANIA,42075,40.33,-76.5
Lehigh,PENNSYLVANIA,42077,40.66,-75.55
Luzerne,PENNSYLVANIA,42079,40.95,-75.97
Lycoming,PENNSYLVANIA,42081,41.23,-77.03
McKean,PENNSYLVANIA,42083,41.73,-78.95
Mercer,PENNSYLVANIA,42085,41.28,-80.4
Mifflin,PENNSYLVANIA,42087,40.6,-77.72
Monroe,PENNSYLVANIA,42089,40.88,-75.47
Montgomery,PENNSYLVANIA,42091,40.4,-75.5
Montour,PENNSYLVANIA,42093,40.96,-76.61
Northampton,PENNSYLVANIA,42095,40.84,-75.17
Northumberland,PENNSYLVANIA,42097,40.65,-76.87
Perry,PENNSYLVANIA,42099,40.33,-77.51
Philadelphia,PENNSYLVANIA,42101,39.95,-75.16
Pike,PENNSYLVANIA,42103,41.09,-75
Potter,PENNSYLVANIA,42105,41.63,-78.08
Schuylkill,PENNSYLVANIA,42107,40.67,-76.2
Snyder,PENNSYLVANIA,42109,40.74,-77.22
Somerset,PENNSYLVANIA,42111,39.74,-79.33
Sullivan,PENNSYLVANIA,42113,41.4,-76.58
Susquehanna,PENNSYLVANIA,42115,41.64,-75.59
Tioga,PENNSYLVANIA,42117,41.74,-77.3
Union,PENNSYLVANIA,42119,41.09,-76.9
Venango,PENNSYLVANIA,42121,41.42,-79.7
Warren,PENNSYLVANIA,42123,41.95,-79.3
Washington,PENNSYLVANIA,42125,40.39,-80.44
Wayne,PENNSYLVANIA,42127,41.6,-75.15
Westmoreland,PENNSYLVANIA,42129,40.12,-79.86
Wyoming,PENNSYLVANIA,42131,41.56,-75.78
York,PENNSYLVANIA,42133,40.11,-77.03
Adjuntas,PUERTO RICO,72001,18.18,-66.75
Aguada,PUERTO RICO,72003,18.38,-67.19
Aguadilla,PUERTO RICO,72005,18.45,-67.12
Aguas Buenas,PUERTO RICO,72007,18.25,-66.13
Aibonito,PUERTO RICO,72009,18.13,-66.27
Anasco,PUERTO RICO,72011,18.28,-67.12
Arecibo,PUERTO RICO,72013,18.22,-66.41
Arroyo,PUERTO RICO,72015,17.96,-66.06
Barceloneta,PUERTO RICO,72017,18.44,-66.56
Barranquitas,PUERTO RICO,72019,18.19,-66.31
BayamÃ³n,PUERTO RICO,72021,18.34,-66.17
Cabo Rojo,PUERTO RICO,72023,18.09,-67.15
Caguas,PUERTO RICO,72025,18.22,-66.41
Camuy,PUERTO RICO,72027,18.48,-66.84
CanÃ³vanas,PUERTO RICO,72029,18.33,-65.89
Carolina,PUERTO RICO,72031,18.38,-65.96
Catano,PUERTO RICO,72033,18.44,-66.14
Cayey,PUERTO RICO,72035,18.11,-66.17
Ceiba,PUERTO RICO,72037,18.26,-65.65
Ciales,PUERTO RICO,72039,18.26,-66.51
Cidra,PUERTO RICO,72041,18.18,-66.16
Coamo,PUERTO RICO,72043,18.08,-66.36
Comerio,PUERTO RICO,72045,18.22,-66.23
Corozal,PUERTO RICO,72047,18.34,-66.32
Culebra,PUERTO RICO,72049,18.31,-65.28
Dorado,PUERTO RICO,72051,18.46,-66.27
Fajardo,PUERTO RICO,72053,18.33,-65.66
Florida,PUERTO RICO,72054,18.38,-66.56
Guanica,PUERTO RICO,72055,17.98,-66.92
Guayama,PUERTO RICO,72057,17.98,-66.11
Guayanilla,PUERTO RICO,72059,18.04,-66.8
Guaynabo,PUERTO RICO,72061,18.36,-66.12
Gurabo,PUERTO RICO,72063,18.26,-65.97
Hatillo,PUERTO RICO,72065,18.48,-66.82
Hormigueros,PUERTO RICO,72067,18.13,-67.11
Humacao,PUERTO RICO,72069,18.14,-65.82
Isabela,PUERTO RICO,72071,18.45,-67
Jayuya,PUERTO RICO,72073,18.22,-66.59
Juana Diaz,PUERTO RICO,72075,18.05,-66.51
Juncos,PUERTO RICO,72077,18.21,-65.91
Lajas,PUERTO RICO,72079,18.05,-67.06
Lares,PUERTO RICO,72081,18.3,-66.88
Las Marias,PUERTO RICO,72083,18.25,-66.99
